Title	URL	Author	Page views	Creation date	Status
Pinkett-Smith talks addiction with Demi Moore	https://assets.msn.com/labs/mind/AAJWP1Y.html	video	3.0	Nov 2019	video
My office romance turned into a marriage   here are 15 rules for dating a coworker	https://assets.msn.com/labs/mind/AAERnnh.html	voices	37.0	Nov 2019	voices
The 10 Least Tax-Friendly States for Military Retirees	https://assets.msn.com/labs/mind/AAJWP79.html	finance-taxes	430.00000000000006	Nov 2019	finance-taxes
40 Fascinating Marriage Tips From People Who've Been Married for 40 Years	https://assets.msn.com/labs/mind/AAERzoC.html	lifestylefamilyandrelationships	16.0	Nov 2019	lifestylefamilyandrelationships
Storytellers: 'Revenge of the Nerds' is the theme for Nov. 12 event at Central Market	https://assets.msn.com/labs/mind/AAIaDzo.html	tvnews	3.0	Nov 2019	tvnews
28 Simple Ways to Shrink Your Gut	https://assets.msn.com/labs/mind/AAAOoQT.html	weightloss	1222.0	Nov 2019	weightloss
Gorgeous buildings we wish were still standing	https://assets.msn.com/labs/mind/AAFtxeM.html	lifestyledidyouknow	28.999999999999996	Nov 2019	lifestyledidyouknow
Can I hire a bookkeeper instead of an accountant for my small business?	https://assets.msn.com/labs/mind/AAJWPLJ.html	financenews	9.0	Nov 2019	financenews
Here's What 'Cultural Appropriation' Actually Means   and Why It's Wrong	https://assets.msn.com/labs/mind/AAESxbP.html	lifestylebuzz	3206.0	Nov 2019	lifestylebuzz
Whitney Houston's Best Friend Robyn Crawford Breaks Her Silence on Their Love Affair in New Memoir	https://assets.msn.com/labs/mind/AAJWPiy.html	music-celebrity	335.0	Nov 2019	music-celebrity
The Most Popular Hairstyle for Men the Year You Were Born	https://assets.msn.com/labs/mind/AAIaGfq.html	lifestylebeauty	9.0	Nov 2019	lifestylebeauty
Neil Armstrong Fast Facts	https://assets.msn.com/labs/mind/AAESxeh.html	newsus	13.0	Nov 2019	newsus
5 Important Reasons to Schedule a Chimney Inspection ASAP	https://assets.msn.com/labs/mind/AAJA2g1.html	lifestylehomeandgarden	8.0	Nov 2019	lifestylehomeandgarden
2019-2020 High school wrestling dual meet schedule	https://assets.msn.com/labs/mind/AAEHDU3.html	newsus	5.0	Nov 2019	newsus
Renovations To Make   and Skip   Before Selling Your Home	https://assets.msn.com/labs/mind/AAJ0Zs4.html	finance-real-estate	581.0	Nov 2019	finance-real-estate
James Dean Reborn in CGI for Vietnam War Action-Drama (Exclusive)	https://assets.msn.com/labs/mind/AAJWQpM.html	movienews	10.0	Nov 2019	movienews
Amazon Fire TV Stick 4K	https://assets.msn.com/labs/mind/AADHmgh.html	newsscienceandtechnology	4.0	Nov 2019	newsscienceandtechnology
This one thing could be making your house look dirtier than it is	https://assets.msn.com/labs/mind/AAI7EBv.html	lifestylecleaningandorganizing	30.0	Nov 2019	lifestylecleaningandorganizing
Turtles are being snatched from U.S. waters and illegally shipped to Asia	https://assets.msn.com/labs/mind/AAJsEhC.html	lifestylepetsanimals	27.0	Nov 2019	lifestylepetsanimals
How the biggest stars of the decade have changed	https://assets.msn.com/labs/mind/AAJA4cz.html	celebrity	9278.0	Nov 2019	celebrity
5 Things We Still Don't Know About Those Vaping-Related Hospitalizations	https://assets.msn.com/labs/mind/AAGsJA1.html	ads-lung-health	163.0	Nov 2019	ads-lung-health
A bodybuilder showed how fitness influencers can make their bodies look Instagram-perfect in before-and-after photos	https://assets.msn.com/labs/mind/AAJJmnB.html	fitness	203.0	Nov 2019	fitness
No, Not Everyone Is Beautiful, And We'd All Be Better Off If We Stopped Saying We Are	https://assets.msn.com/labs/mind/AAJWRsh.html	voices	3206.0	Nov 2019	voices
31 TV reboots, remakes, and spin-offs that are in the works	https://assets.msn.com/labs/mind/AAGsVHx.html	tv-gallery	4.0	Nov 2019	tv-gallery
'Brunchella' Sunday Service $55 Meal Being Compared To Fyre Festival, Food Not Part Of Kanye's Event	https://assets.msn.com/labs/mind/AAJKVTh.html	music-celebrity	9.0	Nov 2019	music-celebrity
I ate one of Meghan Markle's favorite foods from Toronto here's what I thought	https://assets.msn.com/labs/mind/AAJJn6p.html	foodnews	498.00000000000006	Nov 2019	foodnews
A listing of home and garden events for the Milwaukee area (Fall 2019 edition)	https://assets.msn.com/labs/mind/AAGRAeI.html	travelarticle	5.0	Nov 2019	travelarticle
The Sudafed Solution to the Vaping Problem	https://assets.msn.com/labs/mind/AAJWSUZ.html	medical	49.0	Nov 2019	medical
40 Foods Men Over 40 Should Avoid Like the Plague	https://assets.msn.com/labs/mind/AAGRAxZ.html	nutrition	2299.0	Nov 2019	nutrition
The best free video converter 2019: save videos in any format	https://assets.msn.com/labs/mind/AAGsh5Y.html	autosnews	12.0	Nov 2019	autosnews
High school football player asks to pray with opponent whose mother has cancer	https://assets.msn.com/labs/mind/AAJWSdK.html	newsgoodnews	85.0	Nov 2019	newsgoodnews
13 Best Fall Superfoods for Weight Loss	https://assets.msn.com/labs/mind/AAGsojM.html	nutrition	3266.0	Nov 2019	nutrition
The Live Mascots of College Football	https://assets.msn.com/labs/mind/AAIaxSa.html	football_ncaa	3.0	Nov 2019	football_ncaa
McDonald's is adding chicken to its breakfast menu	https://assets.msn.com/labs/mind/AAJEgRN.html	foodnews	3.0	Nov 2019	foodnews
45 Easy Handmade Christmas Ornaments to Start Making Now	https://assets.msn.com/labs/mind/AAJQJAS.html	lifestylediy	2607.0	Nov 2019	lifestylediy
How far, or high, would you go for $100,000? For these nine hopefuls, the top of the GWB	https://assets.msn.com/labs/mind/AAGRLQA.html	travelarticle	13.0	Nov 2019	travelarticle
Nine Upcoming Chicago-Area Restaurants to Know	https://assets.msn.com/labs/mind/AAI7Mls.html	newstrends	26.0	Nov 2019	newstrends
How Long Does Alcohol Stay in Your System? We Asked an Expert	https://assets.msn.com/labs/mind/AADbeE3.html	wellness	2282.0	Nov 2019	wellness
NHL: Fights from the 2019-20 season in photos	https://assets.msn.com/labs/mind/AAIuuN1.html	more_sports	27.000000000000004	Nov 2019	more_sports
Release of whales from notorious Russia 'whale jail' complete	https://assets.msn.com/labs/mind/AADcUqA.html	travelnews	309.0	Nov 2019	travelnews
The biggest royal news of 2019	https://assets.msn.com/labs/mind/AADsBLc.html	lifestyleroyals	426.0	Nov 2019	lifestyleroyals
Ronan Farrow Is Still Hunting for the Truth	https://assets.msn.com/labs/mind/AAJWTWI.html	entertainment-books	212.00000000000003	Nov 2019	entertainment-books
JG Melon Shutters UWS Burger Outpost   and More Closings	https://assets.msn.com/labs/mind/AAGRnro.html	newstrends	31.0	Nov 2019	newstrends
I'm extremely introverted, but I challenged myself to be more outgoing for a week, and it made me feel more confident	https://assets.msn.com/labs/mind/AAGRx7Q.html	voices	4388.0	Nov 2019	voices
38 Great Gifts to Buy Your Grandkids for Christmas	https://assets.msn.com/labs/mind/AAIv7NL.html	shop-holidays	15.0	Nov 2019	shop-holidays
The 2019 NFL Season	https://assets.msn.com/labs/mind/AAGShGI.html	football_nfl	2560.0	Nov 2019	football_nfl
These Cinnamon Rolls Are Stuffed With Cookie Dough	https://assets.msn.com/labs/mind/AAI7Z3M.html	videos	4.0	Nov 2019	videos
How to Choose the Right Health Plan	https://assets.msn.com/labs/mind/AAJEhJs.html	finance-insurance	12.0	Nov 2019	finance-insurance
The best cheap gaming laptop deals under $1000 in November 2019	https://assets.msn.com/labs/mind/AAGvwcP.html	autosnews	4.0	Nov 2019	autosnews
100 vintage baby names coming back into style	https://assets.msn.com/labs/mind/AAJfafz.html	lifestyleparenting	8919.0	Nov 2019	lifestyleparenting
'Please hurry': Newly released 911 call from widow paints picture of Reed Street scene	https://assets.msn.com/labs/mind/AAFaJi6.html	newscrime	3.0	Nov 2019	newscrime
How one family went from being $55,000 in debt to saving $350,000   'the fun money really allows us spend on junk'	https://assets.msn.com/labs/mind/AAFaJyY.html	personalfinance	3.0	Nov 2019	personalfinance
What Are Keto Headaches? We Asked the Experts	https://assets.msn.com/labs/mind/AAJEhbv.html	nutrition	4.0	Nov 2019	nutrition
The Best Photos of College Football	https://assets.msn.com/labs/mind/AAGwBPN.html	football_ncaa	714.0	Nov 2019	football_ncaa
The 2019-2020 NHL Season	https://assets.msn.com/labs/mind/AAIcCPH.html	icehockey_nhl	342.0	Nov 2019	icehockey_nhl
How to Refinish Your Kitchen Cabinets So They Look Brand New	https://assets.msn.com/labs/mind/AAFbOg1.html	lifestylediy	82.0	Nov 2019	lifestylediy
22 Best Ways to Quit Smoking	https://assets.msn.com/labs/mind/AAIjaVT.html	wellness	331.0	Nov 2019	wellness
10 of the best fast-food sandwich chains across the US	https://assets.msn.com/labs/mind/AAJx147.html	restaurantsandnews	61.0	Nov 2019	restaurantsandnews
Inflammation Might Be the Reason You're Not Losing Weight Here Are 5 Things You Can Do About It	https://assets.msn.com/labs/mind/AAJQVIm.html	weightloss	101.0	Nov 2019	weightloss
One in 5 children live below the poverty line: Here are the states with the highest number of kids dependent on free lunches	https://assets.msn.com/labs/mind/AAFc5zj.html	causes-poverty	2608.0	Nov 2019	causes-poverty
The Infertility Secret I Kept From My Mother	https://assets.msn.com/labs/mind/AAFcdus.html	voices	6302.999999999999	Nov 2019	voices
New Genesis G80 Looks Interesting During Nürburgring Spy Video	https://assets.msn.com/labs/mind/AAJsIA3.html	autosluxury	483.0	Nov 2019	autosluxury
12 Microwave Hacks That Will Change Your Cooking Game	https://assets.msn.com/labs/mind/AAB9dcY.html	tipsandtricks	5.0	Nov 2019	tipsandtricks
This stately home is having the ultimate yard sale	https://assets.msn.com/labs/mind/AAJWXU1.html	finance-real-estate	194.0	Nov 2019	finance-real-estate
All the hats Duchesses Kate and Meghan have worn in 2019	https://assets.msn.com/labs/mind/AABCWhb.html	lifestyleroyals	666.0	Nov 2019	lifestyleroyals
Semiconductor stocks are in bubble territory, these analysts say	https://assets.msn.com/labs/mind/AAJWXky.html	finance-top-stocks	31.0	Nov 2019	finance-top-stocks
Old tires on your car can have tragic consequences	https://assets.msn.com/labs/mind/AAJQKg8.html	autosownership	67.0	Nov 2019	autosownership
Grammy Preview 2020: Predicting the Nominees in Six Major Categories	https://assets.msn.com/labs/mind/AAIccM6.html	music-grammys	113.0	Nov 2019	music-grammys
How to Watch the National Dog Show This Thanksgiving	https://assets.msn.com/labs/mind/AAGUuhC.html	lifestylebuzz	11.0	Nov 2019	lifestylebuzz
The most exclusive hotel in every state	https://assets.msn.com/labs/mind/AAJaLat.html	traveltripideas	12955.0	Nov 2019	traveltripideas
110 super scary home inspector nightmare photos	https://assets.msn.com/labs/mind/AAD9BY3.html	finance-real-estate	44.0	Nov 2019	finance-real-estate
Tips From The Test Kitchen: Basic Easy Fruit Crisp	https://assets.msn.com/labs/mind/AAIceOH.html	videos	10.0	Nov 2019	videos
A photographer takes incredible close-up photos of water droplets that look like miniature works of art	https://assets.msn.com/labs/mind/AAHPHE4.html	lifestyledidyouknow	752.0000000000001	Nov 2019	lifestyledidyouknow
The Best Beaches in Hawaii to Visit in Your Lifetime	https://assets.msn.com/labs/mind/AAIvRip.html	traveltripideas	3004.0000000000005	Nov 2019	traveltripideas
Can You Really Get Sick From Eating Raw Cookie Dough?	https://assets.msn.com/labs/mind/AAJWYYo.html	nutrition	134.0	Nov 2019	nutrition
This Dreaded $8,000 Home Renovation Offers the Highest Return on Investment, According to Realtors	https://assets.msn.com/labs/mind/AAItA8b.html	finance-real-estate	718.0	Nov 2019	finance-real-estate
Lung Cancer Left Me in Limbo But It Won't Stop Me From Living My Life	https://assets.msn.com/labs/mind/AAI7y6A.html	ads-lung-health	691.0	Nov 2019	ads-lung-health
3 Reasons You Should Consider Adopting a Senior Pet	https://assets.msn.com/labs/mind/AAJWZ2i.html	lifestylepetsanimals	193.0	Nov 2019	lifestylepetsanimals
This is the 2019-20 Indiana Pacers schedule	https://assets.msn.com/labs/mind/AAIcjf4.html	lifestylebuzz	3.0	Nov 2019	lifestylebuzz
All the Shows Hoping to Be the Next Game of Thrones	https://assets.msn.com/labs/mind/AAJ4Jvl.html	tv-gallery	3205.0	Nov 2019	tv-gallery
Insiders predict: NFL week 10 winners	https://assets.msn.com/labs/mind/AAJWZFO.html	football_nfl	6125.0	Nov 2019	football_nfl
The 12 people you'll share the table with at every Thanksgiving	https://assets.msn.com/labs/mind/AAJWZFQ.html	lifestylefamilyandrelationships	3.0	Nov 2019	lifestylefamilyandrelationships
All of the Thanksgiving Items You Should Buy from Costco	https://assets.msn.com/labs/mind/AAIYMFa.html	tipsandtricks	667.0000000000001	Nov 2019	tipsandtricks
U.S. cities with the dirtiest air	https://assets.msn.com/labs/mind/AAEf3pF.html	weathertopstories	302.0	Nov 2019	weathertopstories
How To Make Cast-Iron Cowboy Pan Pizza By Rachael	https://assets.msn.com/labs/mind/AAJWZMQ.html	videos	17.0	Nov 2019	videos
Hunger on Campus: How College Students Can Get Help	https://assets.msn.com/labs/mind/AAItEw6.html	causes-food-insecurity	712.0	Nov 2019	causes-food-insecurity
10 Year-End Moves to Lower Your 2019 Tax Bill	https://assets.msn.com/labs/mind/AAJElKo.html	finance-taxes	56.0	Nov 2019	finance-taxes
17 Veterans Benefits You Don't Want to Miss	https://assets.msn.com/labs/mind/AABJRbr.html	finance-savemoney	6.0	Nov 2019	finance-savemoney
I lost 20 pounds and felt amazing, but now I've regained the weight and am back where I started. What should I do?	https://assets.msn.com/labs/mind/AAJsJKp.html	voices	207.0	Nov 2019	voices
Zodiac Signs: Total Astrology Analysis Of Your Zodiac Personality	https://assets.msn.com/labs/mind/AAHPi2B.html	lifestylehoroscope	19.0	Nov 2019	lifestylehoroscope
15 of the Best Toys of the Year - All on Amazon	https://assets.msn.com/labs/mind/AAJQWFz.html	shop-holidays	5.0	Nov 2019	shop-holidays
40 White Elephant Gifts So Ridiculous, Your Friends Will Be Wiping Away Tears of Laughter	https://assets.msn.com/labs/mind/AAIctW5.html	shop-holidays	803.0	Nov 2019	shop-holidays
Camila Cabello, Billie Eilish, Dua Lipa and Lizzo to Perform at 2019 American Music Awards	https://assets.msn.com/labs/mind/AAJWZd9.html	music-awards	23.0	Nov 2019	music-awards
Here Are 31 of the Most Popular Toys of the Season - All at Walmart!	https://assets.msn.com/labs/mind/AAJQWGc.html	shop-holidays	18.0	Nov 2019	shop-holidays
14 Easy Ways to Jump-Start Your Metabolism	https://assets.msn.com/labs/mind/AAI9Rcn.html	weightloss	42.0	Nov 2019	weightloss
Man, 23, Steps in to Donate Life-Saving Kidney to Girlfriend's Dad: I Would 'Do It Again'	https://assets.msn.com/labs/mind/AAJQWGl.html	newsgoodnews	28.0	Nov 2019	newsgoodnews
Kelly Clarkson Channels Hocus Pocus for a Spellbinding Performance	https://assets.msn.com/labs/mind/AAJEm3f.html	tvnews	3.0	Nov 2019	tvnews
Trailer - Knives Out	https://assets.msn.com/labs/mind/AAJx2sz.html	movienews	2149.0	Nov 2019	movienews
The world's most luxurious kitchens	https://assets.msn.com/labs/mind/AAJx2tM.html	lifestylehomeandgarden	4.0	Nov 2019	lifestylehomeandgarden
The Best Bangs for Your Face Shape	https://assets.msn.com/labs/mind/AAIvwW4.html	lifestylebeauty	5.0	Nov 2019	lifestylebeauty
Trailer - Villains	https://assets.msn.com/labs/mind/AAHQ1Oc.html	movievideo	32.0	Nov 2019	movievideo
Apple TV+: Here Are All the Original Shows in the Works for Apple's Streaming Service (Photos)	https://assets.msn.com/labs/mind/AAH2Ign.html	tv-gallery	15.0	Nov 2019	tv-gallery
Don't Ignore These Silent Signs of Diabetes	https://assets.msn.com/labs/mind/AAJQLkg.html	causes	7.0	Nov 2019	causes
Andrew Yang's campaign is all about 'math.' But his numbers don't always add up.	https://assets.msn.com/labs/mind/AAJ4iSm.html	newsfactcheck	4.0	Nov 2019	newsfactcheck
How to get the best Costco Black Friday 2019 deals	https://assets.msn.com/labs/mind/AAJEmIC.html	finance-savemoney	3144.0	Nov 2019	finance-savemoney
Fastest American Muscle Cars EVER	https://assets.msn.com/labs/mind/AAJARzJ.html	autosenthusiasts	3270.0000000000005	Nov 2019	autosenthusiasts
The One Thing Kourtney Kardashian Drinks Every Morning for Younger-Looking Skin	https://assets.msn.com/labs/mind/AAJAS6T.html	wellness	13.0	Nov 2019	wellness
All the Ways the Motherless Brooklyn Movie Departs From Jonathan Lethem's Novel	https://assets.msn.com/labs/mind/AAJQWxJ.html	entertainment-books	11.0	Nov 2019	entertainment-books
The top 50 athletes of the 2010s	https://assets.msn.com/labs/mind/AAJQM5j.html	more_sports	7.0	Nov 2019	more_sports
Jennifer Lopez Just Got a Teeny Chop to Her Blond Lob, but it Changed the Entire Look	https://assets.msn.com/labs/mind/AAH2mck.html	lifestylecelebstyle	10583.0	Nov 2019	lifestylecelebstyle
New North Shore Restaurant Features a Roving Guacamole Cart	https://assets.msn.com/labs/mind/AAHQaBe.html	newstrends	47.0	Nov 2019	newstrends
Catherine The Great - Official Trailer	https://assets.msn.com/labs/mind/AAIdPc8.html	tvnews	22.0	Nov 2019	tvnews
This Wedding Photo of a Canine Best Man Captures Just How Deep a Dog's Love Truly Is	https://assets.msn.com/labs/mind/AAJsM5B.html	lifestylebuzz	15.0	Nov 2019	lifestylebuzz
Sneaky Ways Burnout Hurts Your Bottom Line	https://assets.msn.com/labs/mind/AAItVgw.html	finance-billstopay	6.0	Nov 2019	finance-billstopay
American Towns That Used to Be Poor but Are Now Rich	https://assets.msn.com/labs/mind/AAJEmpm.html	traveltripideas	175.0	Nov 2019	traveltripideas
Famous Celebs Who Started as Child Actors	https://assets.msn.com/labs/mind/AAJQMIP.html	celebrity	535.0	Nov 2019	celebrity
These Are the Best Beaches in the World	https://assets.msn.com/labs/mind/AAC2WaT.html	traveltripideas	515.0	Nov 2019	traveltripideas
Your Thanksgiving Guests Will Be Very Thankful for Our Favorite Turkey Recipes	https://assets.msn.com/labs/mind/AAItWiE.html	recipes	165.0	Nov 2019	recipes
